Rank,Restaurant,Score,Total Reviews,Yelp Rating,Yelp Reviews,Google Rating,Google Reviews,Price,Cuisine,City,Google Maps URL,Snapshot UTC,Google Only
65,Agua y Sal,9.0,2346,4.5,173,4.5,2173,$$$,"Seafood, Peruvian, Latin American","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJDToBB_8B0oUR4hJNdxALSvo,2026-03-28T21:32:11.461Z,false
66,Chapulín,9.0,2302,3.6,38,4.5,2264,$$$,Mexican,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJY0Y_A_8B0oURN4uHr150-YY,2026-03-28T21:32:11.461Z,false
67,Qué Sería de Mí,8.8,2240,4.5,202,4.4,2038,$$,"Breakfast & Brunch, Sandwiches, French","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJWwIUY0L_0YURoBaBqG0MC9g,2026-03-28T21:32:11.461Z,false
68,El Bajío Centro Histórico,9.2,2076,,,4.6,2076,,Mexican Restaurant,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJuWVf7kj50YURwknZPEaiP4E,2026-03-28T21:32:11.461Z,false
69,Por Siempre,9.0,2051,4.6,119,4.5,1932,$,"Tacos, Vegan","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJfT1XDD__0YURr8iCX8sG0og,2026-03-28T21:32:11.461Z,false
70,Expendio de Maiz Sin Nombre,8.4,1924,4.4,128,4.2,1796,$$$,Mexican,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJUYDQNgL_0YURYhvNnCzntYY,2026-03-28T21:32:11.461Z,false
71,Taverna,8.8,1786,4.2,16,4.4,1770,,,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJNyMZ2qL_0YUR3eYvqdU7DLE,2026-03-28T21:32:11.461Z,false
72,Restaurante Castizo,9.2,1682,3.9,12,4.6,1670,,Mediterranean,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJEUM0qgn_0YUR3XVsO9qB67c,2026-03-28T21:32:11.461Z,false
73,La Distral,9.0,1422,,,4.5,1422,,Mexican Restaurant,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJUbN1gBv50YURpDbwwvB5Jdk,2026-03-28T21:32:11.461Z,false
74,Masala y Maíz,8.6,1398,4.2,165,4.3,1233,,"Indian, Mexican","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJmWtRD1z_0YURSJiNhdfktTY,2026-03-28T21:32:11.461Z,false
75,Botánico,8.2,1335,4.6,19,4.1,1316,,"Seafood, Modern European","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJjxRPB6b_0YURzYYN1B99aHI,2026-03-28T21:32:11.461Z,false
76,Temporal,8.8,934,4.5,131,4.4,803,$$,"Nightlife, Mexican, Gastropubs","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJOx9OiEH_0YURPOnl-dQZIf0,2026-03-28T21:32:11.461Z,false
77,Maza Bistrot,9.8,925,,,4.9,925,,"Bistro, French Restaurant, Indian Restaurant","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJA2wcYSn_0YURcASfXjatGFg,2026-03-28T21:32:11.461Z,false
78,Maque,8.2,830,4.3,223,4.0,607,$$,"Breakfast & Brunch, Cafeteria","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJySOlOQD_0YURAWDLToI3KvQ,2026-03-28T21:32:11.461Z,false
79,El Mundo Restaurante,9.4,384,,,4.7,384,,"Event Venue, Cocktail Bar, Bar","Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJfy3Lu7r_0YURSj2qImf_Rrs,2026-03-28T21:32:11.461Z,false
80,"Restaurante Cerrojo Zócalo ""Cocina Mexicana Contemporánea""",9.8,188,,,4.9,188,,Family Restaurant,"Mexico City, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJ8eKPdQD50YURnH4eOCJOAXQ,2026-03-28T21:32:11.461Z,false
