Rank,Restaurant,Score,Total Reviews,Yelp Rating,Yelp Reviews,Google Rating,Google Reviews,Price,Cuisine,City,Google Maps URL,Snapshot UTC,Google Only
61,Kitchen,8.9,1614,4.3,245,4.5,1369,,"Breakfast & Brunch, Vegetarian, Juice Bars & Smoothies","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJLya87hpu5kcRTUlhywh-FI4,2026-03-28T21:29:03.431Z,false
62,Restaurant L'Ange 20,9.4,1590,4.7,61,4.7,1529,,French,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJt590mRxu5kcRMj7pKWfCLjE,2026-03-28T21:29:03.431Z,false
63,Chez Fernand,8.8,1586,4.4,292,4.4,1294,,French,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJ-zoCO99x5kcRmdxWcW6aV2M,2026-03-28T21:29:03.431Z,false
64,Le Bistro du Périgord,9.1,1544,4.5,401,4.6,1143,,Bistros,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJG0s2Fedx5kcRY6Su2Sva7K8,2026-03-28T21:29:03.431Z,false
65,La Réserve Du Terroir - Restaurant / Bar à vins Paris 4,9.2,1526,,,4.6,1526,,"French Restaurant, Wine Bar, Bar","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJkxq-0GRv5kcR5q-bLdl_5lY,2026-03-28T21:29:03.431Z,false
66,Les Papilles,9.2,1510,4.5,275,4.6,1235,,"Wine Bars, Bistros","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJPUUb7MJx5kcReXIHwe3cQrw,2026-03-28T21:29:03.431Z,false
67,Le Cabanon de la Butte,9.2,1469,,,4.6,1469,,French Restaurant,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJhSSTKl1u5kcRq_q8drkBXW4,2026-03-28T21:29:03.431Z,false
68,Au Père Louis,8.5,1448,4.0,285,4.3,1163,,"Wine Bars, French","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJSUREV9xx5kcRNxjVjpklSRQ,2026-03-28T21:29:03.431Z,false
69,Le P'tit Bistrot,9.2,1399,4.6,36,4.6,1363,,"Brasseries, Bars","Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJ7WkibR5u5kcR12JLnyKyw3E,2026-03-28T21:29:03.431Z,false
70,Le Volant Basque,9.2,1289,4.6,267,4.6,1022,,Basque,"Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJRSHAtBtw5kcRXZuOHzJj8a0,2026-03-28T21:29:03.431Z,false
